1585517515.4407868,1,iowa,starting,0,99,0,0,3,3,0,1,0,3,1,3,1,0,3,3,3,0,1,3,3,3,3,3,2,0,1,2,3,0,1,0,3,0,3,0,1,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,0,1,2,3,3,3,3,0,3,3,0,0,3,3,3,3,3,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,0,0,3,0,0,3,0,1,2,1,2,0,3,0
1585517516.106344,1,iowa,mid_hill,100,99,0,0,3,3,0,0,3,3,1,3,0,0,3,3,3,0,0,3,3,3,3,3,2,0,1,2,3,0,1,0,3,1,3,0,2,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,2,1,2,3,3,3,3,1,3,3,0,0,3,3,3,3,2,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,1,0,3,0,0,3,3,1,1,1,2,0,3,0
1585517516.3158321,1,iowa,mid_hill,200,99,0,0,3,3,0,0,3,3,1,3,0,0,3,3,3,0,1,3,3,3,3,3,2,1,1,2,3,0,1,0,3,1,3,0,2,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,2,1,2,3,3,3,3,1,3,3,0,0,3,3,3,3,2,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,1,0,3,0,0,3,3,1,1,1,2,0,3,0
1585517516.529786,1,iowa,mid_hill,300,99,0,0,3,3,0,0,3,3,1,3,0,0,3,3,3,0,1,3,3,3,3,3,2,1,1,2,3,0,1,0,3,1,3,0,2,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,2,1,2,3,3,3,3,1,3,3,0,0,3,3,3,3,2,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,1,0,3,0,0,3,3,1,1,1,2,0,3,0
1585517516.7442539,1,iowa,mid_hill,400,99,0,0,3,3,0,0,3,3,1,3,0,0,3,3,3,0,1,3,3,3,3,3,2,1,1,2,3,0,1,0,3,1,3,0,2,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,2,1,2,3,3,3,3,1,3,3,0,0,3,3,3,3,2,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,1,0,3,0,0,3,3,1,1,1,2,0,3,0
1585517516.958255,1,iowa,mid_hill,500,99,0,0,3,3,0,0,3,3,1,3,0,0,3,3,3,0,1,3,3,3,3,3,2,1,1,2,3,0,1,0,3,1,3,0,2,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,3,1,2,3,3,3,3,1,3,3,0,0,3,3,3,3,2,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,1,0,3,0,0,3,3,1,1,1,2,0,3,0
1585517517.1734688,1,iowa,mid_hill,600,99,0,0,3,3,0,0,3,3,1,3,0,0,3,3,3,0,1,3,3,3,3,3,2,1,1,2,3,0,1,0,3,1,3,0,2,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,2,1,2,3,3,3,3,1,3,3,0,0,3,3,3,3,2,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,1,0,3,0,0,3,3,1,1,1,2,0,3,0
1585517517.393482,1,iowa,mid_hill,700,99,0,0,3,3,0,0,3,3,1,3,0,0,3,3,3,0,1,3,3,3,3,3,2,1,1,2,3,0,1,0,3,1,3,0,2,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,3,1,2,3,3,3,3,1,3,3,0,0,3,3,3,3,2,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,1,0,3,0,0,3,3,1,1,1,2,0,3,0
1585517517.611037,1,iowa,mid_hill,800,99,0,0,3,3,0,0,3,3,1,3,0,0,3,3,3,0,1,3,3,3,3,3,2,1,1,2,3,0,1,0,3,1,3,0,2,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,3,1,2,3,3,3,3,1,3,3,0,0,3,3,3,3,2,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,1,0,3,0,0,3,3,1,1,1,2,0,3,0
1585517517.828135,1,iowa,mid_hill,900,99,0,0,3,3,0,0,3,3,1,3,0,0,3,3,3,0,1,3,3,3,3,3,2,1,1,2,3,0,1,0,3,1,3,0,2,1,3,0,1,3,0,2,3,3,3,0,3,2,3,3,3,2,3,1,2,3,3,3,3,1,3,3,0,0,3,3,3,3,2,3,3,2,3,2,0,0,1,3,0,3,0,0,0,0,3,1,0,3,0,0,3,3,1,1,1,2,0,3,0
